Category,Message
legitimate,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer."
phishing,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
phishing,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
legitimate,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
legitimate,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted"
legitimate,Ha ha cool cool chikku chikku:-):-DB-)
legitimate,Oh ok no prob..
legitimate,Check audrey's status right now
legitimate,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
legitimate,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
legitimate,Well i know Z will take care of me. So no worries.
phishing,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
phishing,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
legitimate,Wat uniform? In where get?
legitimate,"Cool, text me when you're ready"
legitimate,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
legitimate,I will spoil you in bed as well :)
legitimate,I'm going for bath will msg you next  &lt;#&gt;  min..
legitimate,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
phishing,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
legitimate,Can you say what happen
legitimate,You could have seen me..i did't recognise you Face.:)
legitimate,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
legitimate,Keep my payasam there if rinu brings
legitimate,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
legitimate,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
legitimate,"Yeah sure, give me a couple minutes to track down my wallet"
legitimate,Hey leave it. not a big deal:-) take care.
legitimate,Hey i will be late ah... Meet you at 945+
phishing,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
legitimate,It took Mr owl 3 licks
legitimate,Customer place i will call you.
legitimate,Mm that time you dont like fun
phishing,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
legitimate,Yup having my lunch buffet now.. U eat already?
legitimate,Huh so late... Fr dinner?
legitimate,Hey so this sat are we going for the intro pilates only? Or the kickboxing too?
legitimate,Morning only i can ok.
legitimate,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down
legitimate,Pick you up bout 7.30ish? What time are  and that going?
legitimate,From here after The performance award is calculated every two month.not for current one month period..
legitimate,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
legitimate,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
legitimate,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
legitimate,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
phishing,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xÂ£150pw to eÂ£nd txt stop"
legitimate,Dear how is chechi. Did you talk to her
legitimate,The hair cream has not been shipped.
legitimate,None of that's happening til you get here though
legitimate,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
legitimate,"Haha get used to driving to usf man, I know a lot of stoners"
legitimate,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
legitimate,Hello! Good week? Fancy a drink or something later?
legitimate,Headin towards busetop
legitimate,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
legitimate,Come by our room at some point so we can iron out the plan for this weekend
legitimate,Cos i want it to be your thing
legitimate,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah..."
legitimate,Bring home some Wendy =D
phishing,100 dating service cal;l 09064012103 box334sk38ch
legitimate,Whatsup there. Dont u want to sleep
legitimate,Alright i have a new goal now
phishing,FREE entry into our Â£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
legitimate,"Alright, I'll head out in a few minutes, text me where to meet you"
phishing,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
legitimate,Yes:)from last week itself i'm taking live call.
phishing,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
legitimate,Siva is in hostel aha:-.
phishing,URGENT! Your Mobile number has been awarded with a Â£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
legitimate,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
legitimate,Ok. She'll be ok. I guess
legitimate,aathi..where are you dear..
legitimate,Any pain on urination any thing else?
legitimate,7 at esplanade.. Do Ã¼ mind giving me a lift cos i got no car today..
legitimate,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
legitimate,At home watching tv lor.
legitimate,Does she usually take fifteen fucking minutes to respond to a yes or no question
phishing,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
legitimate,Booked ticket for pongal?
legitimate,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
legitimate,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?
legitimate,"Ask g or iouri, I've told the story like ten times already"
legitimate,How long does applebees fucking take
legitimate,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
legitimate,But i have to. I like to have love and arrange.
legitimate,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
legitimate,You were supposed to wake ME up &gt;:(
legitimate,Oic... I saw him too but i tot he din c me... I found a group liao...
legitimate,"Sorry, I'll call later"
legitimate,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX"
legitimate,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
legitimate,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm."
legitimate,I wont get concentration dear you know you are my mind and everything :-)
legitimate,LOL ... Have you made plans for new years?
legitimate,10 min later k...
legitimate,hanks lotsly!
legitimate,Thanks for this hope you had a good day today
legitimate,K:)k:)what are detail you want to transfer?acc no enough?
legitimate,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
phishing,"Loan for any purpose Â£500 - Â£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
legitimate,Si si. I think ill go make those oreo truffles.
legitimate,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONÂT LIKE ME LIKE THAT SO DONÂT WORRY."
legitimate,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
legitimate,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
legitimate,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
legitimate,Where did u go? My phone is gonna die you have to stay in here
legitimate,Great. Never been better. Each day gives even more reasons to thank God
phishing,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
legitimate,"Sorry, I'll call later ok bye"
legitimate,Ok i am on the way to railway
legitimate,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
legitimate,They don't put that stuff on the roads to keep it from getting slippery over there?
legitimate,When are you going to ride your bike?
legitimate,"Yup, no need. I'll jus wait 4 e rain 2 stop."
legitimate,There are many company. Tell me the language.
phishing,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
